ID,Item_Name,Brand,Model,Category,Year_of_Purchase,Condition,Quantity,Weight_kg,Recycle_Method,Location,Recycling_Facility,Collection_Date,End_Use,Recycled_Price_USD,Toxic_Components,E-Waste_Collector,Carbon_Footprint,Exported_To
7926,Washing Machine,Samsung,Samsung Model 616,Appliance,2016,Broken,5,69.98,Manual,Dhaka,Facility A,2024/7/18,E-Waste Disposal,156.98,Lead,Green Electronics,6.72,China
1478,Air Conditioner,Samsung,Samsung Model 478,Appliance,2023,Partially Working,3,30.08,Automated,London,Facility A,2024/8/18,E-Waste Disposal,98.8,Lead,E-Waste Inc.,7.68,Germany
5475,Laptop,Sony,Sony Model 298,Computers,2020,Partially Working,4,2.34,Both,Dhaka,Facility A,2024/5/8,Parts for Electronics,185.04,Cadmium,E-Waste Inc.,2.47,Brazil
3324,Air Conditioner,HP,HP Model 435,Appliance,2016,Partially Working,3,29.94,Manual,Dhaka,Facility D,2024/9/16,Raw Materials,163.46,Lead,E-Waste Inc.,4.85,India
9661,Washing Machine,Samsung,Samsung Model 594,Appliance,2013,Partially Working,1,69.6,Manual,Dhaka,Facility A,2024/3/3,Parts for Electronics,161.74,Cadmium,EcoWaste Solutions,12.22,Brazil
217,Headphone,Xiaomi,Xiaomi Model 771,Electronics,2017,Working,4,0.47,Manual,Shanghai,Facility A,2024/9/7,Raw Materials,189.4,Mercury,Green Electronics,18.49,Brazil
8703,Laptop,Panasonic,Panasonic Model 508,Computers,2020,Broken,3,1.96,Automated,Mumbai,Facility B,2024/1/5,Raw Materials,173.98,Cadmium,E-Waste Inc.,10.13,Germany
7666,Washing Machine,Apple,Apple Model 584,Appliance,2010,Broken,5,70.16,Both,Berlin,Facility A,2024/4/21,E-Waste Disposal,32.91,Lead,Green Electronics,14.3,USA
7929,Headphone,Dell,Dell Model 127,Electronics,2012,Working,3,0.93,Both,Berlin,Facility D,2024/10/4,E-Waste Disposal,112.68,Cadmium,EcoWaste Solutions,11.34,Brazil
7483,Microwave,Samsung,Samsung Model 397,Appliance,2019,Working,2,12.18,Both,Dhaka,Facility D,2024/10/29,Raw Materials,111.9,Mercury,Green Electronics,18.53,Germany
652,Headphone,LG,LG Model 291,Electronics,2014,Partially Working,4,0.61,Both,Shanghai,Facility C,2024/4/22,Parts for Electronics,163.99,None,EcoWaste Solutions,17.48,USA
6438,Laptop,Panasonic,Panasonic Model 410,Computers,2012,Working,3,1.71,Automated,New York,Facility B,2024/6/28,Parts for Electronics,15.9,Lead,EcoWaste Solutions,14.36,India
9199,Air Conditioner,Xiaomi,Xiaomi Model 404,Appliance,2022,Partially Working,5,30.26,Automated,Dhaka,Facility A,2024/2/5,E-Waste Disposal,102.84,Cadmium,Green Electronics,5.21,Brazil
2661,Washing Machine,Dell,Dell Model 327,Appliance,2016,Partially Working,4,70.29,Automated,Shanghai,Facility A,2024/4/18,E-Waste Disposal,76.5,Cadmium,EcoWaste Solutions,9.24,USA
6193,Laptop,Samsung,Samsung Model 732,Computers,2013,Working,3,2.44,Both,Berlin,Facility B,2024/4/13,E-Waste Disposal,135.31,None,Green Electronics,11.06,USA
4188,Headphone,Dell,Dell Model 878,Electronics,2020,Partially Working,3,0.67,Automated,Shanghai,Facility C,2024/7/21,E-Waste Disposal,9.75,None,Green Electronics,3.13,India
883,Washing Machine,HP,HP Model 581,Appliance,2017,Broken,3,70.36,Both,Shanghai,Facility D,2024/3/5,Parts for Electronics,158.31,Cadmium,Green Electronics,12.34,China
7341,Smartphone,Samsung,Samsung Model 961,Mobile,2010,Working,1,0.1,Manual,Berlin,Facility D,2024/4/29,Parts for Electronics,53.67,None,EcoWaste Solutions,13.51,Brazil
7712,Laptop,Sony,Sony Model 286,Computers,2014,Broken,3,1.88,Both,Dhaka,Facility B,2024/5/26,Raw Materials,114.25,Cadmium,E-Waste Inc.,1.24,USA
5063,Headphone,Samsung,Samsung Model 405,Electronics,2012,Working,4,0.81,Manual,New York,Facility A,2024/2/26,E-Waste Disposal,55.14,Mercury,EcoWaste Solutions,17.12,China
2572,Microwave,Samsung,Samsung Model 172,Appliance,2010,Partially Working,5,11.55,Both,Dhaka,Facility D,2024/6/27,Parts for Electronics,160.78,Cadmium,Green Electronics,5.03,Germany
6666,Refrigerator,Samsung,Samsung Model 994,Appliance,2017,Broken,5,80.02,Both,Dhaka,Facility B,2023/11/28,Parts for Electronics,117.9,Cadmium,EcoWaste Solutions,18.45,Brazil
5217,Smartphone,Apple,Apple Model 702,Mobile,2014,Broken,1,0.65,Manual,London,Facility A,2024/1/12,Parts for Electronics,178.45,Cadmium,EcoWaste Solutions,14.96,Germany
2433,Refrigerator,Sony,Sony Model 682,Appliance,2023,Partially Working,2,79.74,Automated,New York,Facility A,2024/8/18,Raw Materials,39.73,Lead,E-Waste Inc.,10.11,USA
1486,Air Conditioner,Apple,Apple Model 323,Appliance,2019,Partially Working,4,29.68,Automated,London,Facility B,2024/4/26,Raw Materials,72.45,Cadmium,EcoWaste Solutions,6.62,Brazil
2039,Washing Machine,Sony,Sony Model 742,Appliance,2011,Broken,2,69.91,Both,Shanghai,Facility D,2024/3/21,Parts for Electronics,129.27,Mercury,Green Electronics,6.25,Germany
5153,Headphone,Dell,Dell Model 757,Electronics,2010,Partially Working,3,0.1,Automated,Dhaka,Facility D,2024/4/13,E-Waste Disposal,97.57,None,Green Electronics,13.67,Germany
9045,Smartphone,HP,HP Model 706,Mobile,2022,Working,1,0.22,Manual,New York,Facility A,2024/9/14,Raw Materials,42.97,Mercury,EcoWaste Solutions,4.53,Brazil
8787,Refrigerator,Apple,Apple Model 618,Appliance,2013,Working,2,80.12,Manual,Berlin,Facility A,2024/6/21,E-Waste Disposal,96.66,Mercury,EcoWaste Solutions,18.95,USA
4365,TV,Xiaomi,Xiaomi Model 279,Electronics,2023,Working,4,15,Both,Dhaka,Facility C,2024/9/1,Raw Materials,141.18,None,EcoWaste Solutions,16.05,Germany
3347,Headphone,Apple,Apple Model 748,Electronics,2021,Partially Working,3,0.74,Both,Shanghai,Facility B,2024/9/3,Raw Materials,139.12,Cadmium,EcoWaste Solutions,11.31,China
9377,Air Conditioner,Dell,Dell Model 516,Appliance,2020,Broken,1,29.85,Automated,London,Facility B,2024/4/6,Raw Materials,36.17,Cadmium,E-Waste Inc.,16.87,Brazil
8764,TV,Apple,Apple Model 679,Electronics,2020,Working,5,14.65,Automated,Mumbai,Facility B,2024/5/20,Raw Materials,78.47,Lead,E-Waste Inc.,16.96,India
2893,Smartphone,Dell,Dell Model 402,Mobile,2011,Broken,4,0.1,Automated,Dhaka,Facility A,2024/5/21,Parts for Electronics,157.18,Lead,EcoWaste Solutions,18.59,India
3422,Headphone,LG,LG Model 236,Electronics,2012,Working,2,0.63,Automated,Shanghai,Facility A,2023/12/1,Parts for Electronics,143.98,Lead,E-Waste Inc.,19.82,USA
366,Air Conditioner,Apple,Apple Model 225,Appliance,2020,Partially Working,5,29.65,Manual,Berlin,Facility C,2023/12/28,Parts for Electronics,168.85,None,EcoWaste Solutions,12.4,USA
6908,Refrigerator,Sony,Sony Model 833,Appliance,2023,Broken,3,80.01,Both,Shanghai,Facility C,2024/7/16,Parts for Electronics,121.19,None,E-Waste Inc.,19.73,India
8742,Microwave,Apple,Apple Model 157,Appliance,2022,Partially Working,5,12.48,Both,New York,Facility D,2024/7/20,Raw Materials,191.98,None,E-Waste Inc.,8.83,China
922,Laptop,Panasonic,Panasonic Model 751,Computers,2013,Broken,2,1.95,Manual,Dhaka,Facility C,2023/12/12,Parts for Electronics,64.31,Lead,EcoWaste Solutions,9.28,India
9749,Air Conditioner,HP,HP Model 106,Appliance,2020,Broken,3,29.88,Automated,London,Facility B,2024/2/27,E-Waste Disposal,140.61,Cadmium,EcoWaste Solutions,19.69,USA
514,TV,Dell,Dell Model 423,Electronics,2021,Partially Working,4,15.21,Automated,Shanghai,Facility B,2023/12/31,Parts for Electronics,180.42,Mercury,Green Electronics,9.62,Brazil
3815,Microwave,LG,LG Model 564,Appliance,2016,Partially Working,1,12.01,Manual,Shanghai,Facility D,2024/9/24,Parts for Electronics,111.71,Cadmium,EcoWaste Solutions,15.52,China
5087,Air Conditioner,Samsung,Samsung Model 669,Appliance,2022,Broken,4,29.65,Both,Mumbai,Facility D,2024/9/15,E-Waste Disposal,167.88,Cadmium,Green Electronics,19.21,Germany
9404,Air Conditioner,Panasonic,Panasonic Model 960,Appliance,2013,Working,3,29.83,Both,Shanghai,Facility A,2024/4/20,Parts for Electronics,195.27,Cadmium,EcoWaste Solutions,9.86,Brazil
3898,Air Conditioner,LG,LG Model 954,Appliance,2013,Broken,3,29.89,Both,New York,Facility A,2024/2/29,Parts for Electronics,115.92,Cadmium,EcoWaste Solutions,15.19,Germany
2855,Laptop,HP,HP Model 841,Computers,2020,Working,3,2.03,Both,Dhaka,Facility B,2024/2/22,E-Waste Disposal,86.75,Cadmium,EcoWaste Solutions,10.8,India
5981,Laptop,Apple,Apple Model 302,Computers,2018,Partially Working,1,1.97,Automated,Shanghai,Facility C,2024/1/3,E-Waste Disposal,136.38,Mercury,EcoWaste Solutions,19.24,India
5575,Air Conditioner,Samsung,Samsung Model 648,Appliance,2012,Broken,1,29.89,Manual,Berlin,Facility C,2024/1/6,Parts for Electronics,31.48,Mercury,Green Electronics,13.74,Germany
126,Smartphone,HP,HP Model 835,Mobile,2021,Working,1,0.1,Automated,Mumbai,Facility D,2024/4/12,Parts for Electronics,77.72,Lead,Green Electronics,16.33,India
522,Laptop,Panasonic,Panasonic Model 940,Computers,2017,Partially Working,2,1.6,Both,Dhaka,Facility C,2023/11/27,Parts for Electronics,156.14,Lead,EcoWaste Solutions,5.02,China
8113,Headphone,Sony,Sony Model 313,Electronics,2021,Working,5,0.54,Manual,Dhaka,Facility C,2023/12/28,Parts for Electronics,82.52,Mercury,E-Waste Inc.,10.08,Germany
5602,Headphone,Dell,Dell Model 361,Electronics,2018,Working,5,0.4,Both,Shanghai,Facility B,2024/4/2,Raw Materials,22.22,Mercury,EcoWaste Solutions,1.83,USA
6467,Laptop,Panasonic,Panasonic Model 771,Computers,2019,Broken,4,1.68,Manual,Shanghai,Facility C,2024/8/23,Raw Materials,52.05,None,EcoWaste Solutions,18.33,USA
7804,Headphone,Xiaomi,Xiaomi Model 259,Electronics,2023,Broken,4,0.26,Automated,Shanghai,Facility B,2024/10/21,E-Waste Disposal,40.44,Lead,E-Waste Inc.,19.72,USA
543,Smartphone,Samsung,Samsung Model 144,Mobile,2013,Broken,1,0.65,Both,New York,Facility C,2024/4/28,E-Waste Disposal,171.07,Lead,E-Waste Inc.,15.63,Germany
9428,Laptop,LG,LG Model 927,Computers,2018,Broken,1,1.69,Manual,Dhaka,Facility C,2024/7/22,Raw Materials,105.2,Lead,EcoWaste Solutions,6.46,Germany
8705,Laptop,Dell,Dell Model 261,Computers,2011,Working,4,1.96,Both,Berlin,Facility C,2023/12/4,Parts for Electronics,116.07,None,Green Electronics,9.14,Brazil
2212,Washing Machine,Xiaomi,Xiaomi Model 358,Appliance,2019,Working,4,70.49,Manual,Berlin,Facility D,2024/5/25,Parts for Electronics,182.87,Lead,Green Electronics,10.57,Brazil
2142,TV,HP,HP Model 182,Electronics,2017,Partially Working,2,15,Manual,London,Facility C,2024/1/7,Parts for Electronics,50.59,Lead,Green Electronics,13.35,Germany
3615,Smartphone,LG,LG Model 381,Mobile,2014,Partially Working,2,0.48,Manual,Mumbai,Facility A,2024/11/14,Raw Materials,132.56,Cadmium,E-Waste Inc.,18.62,India
4713,Headphone,Sony,Sony Model 890,Electronics,2022,Partially Working,5,0.13,Manual,Dhaka,Facility B,2024/11/4,E-Waste Disposal,77.71,Lead,EcoWaste Solutions,11.5,USA
5746,Headphone,Dell,Dell Model 663,Electronics,2020,Working,2,0.74,Both,Mumbai,Facility A,2024/3/19,Raw Materials,95.4,Lead,EcoWaste Solutions,11.61,Brazil
320,Microwave,Sony,Sony Model 997,Appliance,2023,Working,2,11.89,Manual,New York,Facility B,2023/12/29,E-Waste Disposal,49.35,Mercury,E-Waste Inc.,2.78,USA
1886,Smartphone,Apple,Apple Model 922,Mobile,2016,Working,1,0.48,Automated,New York,Facility B,2024/2/22,Raw Materials,197.72,Lead,E-Waste Inc.,15.54,Germany
5193,Microwave,Panasonic,Panasonic Model 781,Appliance,2012,Broken,2,11.88,Manual,New York,Facility D,2024/4/20,E-Waste Disposal,115.53,None,EcoWaste Solutions,10.19,Brazil
5839,Refrigerator,LG,LG Model 412,Appliance,2022,Broken,4,79.95,Manual,London,Facility D,2024/6/23,Parts for Electronics,105.67,Lead,E-Waste Inc.,13.25,Germany
8788,Headphone,HP,HP Model 520,Electronics,2017,Working,4,0.69,Automated,Dhaka,Facility C,2024/2/4,E-Waste Disposal,22.37,Mercury,Green Electronics,7.28,USA
636,Laptop,HP,HP Model 302,Computers,2016,Broken,4,2.11,Both,Dhaka,Facility C,2024/5/11,Parts for Electronics,50.41,Mercury,Green Electronics,13.33,India
6942,Washing Machine,HP,HP Model 100,Appliance,2019,Broken,1,69.65,Both,London,Facility C,2024/7/24,Raw Materials,53.31,Mercury,Green Electronics,6.75,India
9075,Air Conditioner,Xiaomi,Xiaomi Model 319,Appliance,2015,Partially Working,4,30.24,Automated,Berlin,Facility A,2024/6/18,Parts for Electronics,16.03,Lead,E-Waste Inc.,13.56,Germany
1384,Washing Machine,HP,HP Model 419,Appliance,2014,Broken,2,70.43,Automated,Shanghai,Facility D,2023/12/6,E-Waste Disposal,88.85,Lead,EcoWaste Solutions,9.74,India
1011,Laptop,LG,LG Model 624,Computers,2020,Broken,4,2,Manual,Dhaka,Facility A,2024/8/18,Raw Materials,187.66,None,EcoWaste Solutions,10.62,Germany
3997,Air Conditioner,Sony,Sony Model 208,Appliance,2021,Partially Working,2,29.7,Manual,London,Facility A,2024/5/14,E-Waste Disposal,9.92,Mercury,EcoWaste Solutions,14.43,USA
4659,Air Conditioner,Sony,Sony Model 230,Appliance,2010,Working,1,30.23,Both,Shanghai,Facility B,2024/7/4,E-Waste Disposal,184.49,Mercury,EcoWaste Solutions,9.05,India
2597,Laptop,LG,LG Model 495,Computers,2022,Working,4,2.21,Manual,New York,Facility A,2024/6/8,E-Waste Disposal,160.29,None,EcoWaste Solutions,4.45,USA
8457,Laptop,HP,HP Model 830,Computers,2012,Partially Working,1,1.9,Automated,Dhaka,Facility B,2024/8/18,Raw Materials,46.45,None,Green Electronics,1.01,USA
7740,TV,Panasonic,Panasonic Model 418,Electronics,2011,Partially Working,2,15.06,Both,Berlin,Facility B,2024/9/26,Parts for Electronics,197.23,Cadmium,Green Electronics,14.57,India
6832,Headphone,Sony,Sony Model 469,Electronics,2010,Working,5,0.99,Automated,Shanghai,Facility B,2024/6/28,Raw Materials,27.17,Cadmium,Green Electronics,11.07,Brazil
6556,Air Conditioner,LG,LG Model 233,Appliance,2022,Partially Working,1,29.81,Both,Mumbai,Facility B,2024/9/14,Raw Materials,80.23,Cadmium,EcoWaste Solutions,13.21,India
866,Air Conditioner,Panasonic,Panasonic Model 981,Appliance,2011,Partially Working,2,30.24,Automated,London,Facility A,2024/1/24,Parts for Electronics,154.44,None,E-Waste Inc.,8.2,China
4089,Washing Machine,Dell,Dell Model 820,Appliance,2023,Broken,3,70.15,Both,Mumbai,Facility B,2024/3/27,Parts for Electronics,9.72,Cadmium,Green Electronics,16.37,India
3124,Microwave,Dell,Dell Model 944,Appliance,2023,Working,5,12.36,Manual,Berlin,Facility C,2024/4/24,Parts for Electronics,175.26,Mercury,Green Electronics,7.02,Brazil
3543,Headphone,Sony,Sony Model 235,Electronics,2021,Working,3,0.23,Both,New York,Facility A,2024/8/18,Raw Materials,5.33,Lead,EcoWaste Solutions,5.91,USA
8982,Microwave,HP,HP Model 398,Appliance,2014,Partially Working,5,12.24,Both,London,Facility B,2023/11/26,E-Waste Disposal,69.98,Mercury,EcoWaste Solutions,7.84,Brazil
1779,Headphone,Samsung,Samsung Model 999,Electronics,2021,Broken,2,0.14,Automated,London,Facility C,2024/7/30,Parts for Electronics,68.95,Lead,Green Electronics,10.55,USA
4771,TV,HP,HP Model 895,Electronics,2013,Broken,4,15.13,Manual,Berlin,Facility B,2024/9/25,Raw Materials,29.56,Lead,Green Electronics,18.03,Brazil
2144,Laptop,HP,HP Model 900,Computers,2022,Working,2,1.64,Manual,New York,Facility D,2024/10/20,E-Waste Disposal,173.93,Mercury,E-Waste Inc.,16.83,China
9212,Air Conditioner,Samsung,Samsung Model 536,Appliance,2016,Working,3,30.19,Both,Shanghai,Facility C,2024/3/30,E-Waste Disposal,119.56,None,EcoWaste Solutions,9.9,India
8074,Washing Machine,Dell,Dell Model 956,Appliance,2015,Broken,4,69.79,Automated,Shanghai,Facility C,2024/4/17,Raw Materials,63.59,None,EcoWaste Solutions,5.6,Germany
9346,Refrigerator,HP,HP Model 186,Appliance,2018,Broken,4,80.42,Both,Shanghai,Facility D,2024/10/30,E-Waste Disposal,98.6,Cadmium,Green Electronics,11.23,China
2601,Headphone,HP,HP Model 300,Electronics,2010,Broken,3,0.49,Both,London,Facility A,2024/2/11,Parts for Electronics,36.1,Lead,Green Electronics,14.82,USA
2617,Laptop,LG,LG Model 529,Computers,2020,Broken,1,1.54,Both,Berlin,Facility B,2023/12/4,Parts for Electronics,181.78,Lead,E-Waste Inc.,2.02,Germany
3803,Headphone,LG,LG Model 117,Electronics,2014,Working,1,0.87,Manual,London,Facility B,2024/2/8,Parts for Electronics,194.38,Mercury,EcoWaste Solutions,4.33,Germany
4632,Headphone,Apple,Apple Model 835,Electronics,2016,Working,1,0.31,Manual,London,Facility A,2024/8/6,E-Waste Disposal,56.2,None,Green Electronics,7.91,China
1000,Air Conditioner,HP,HP Model 783,Appliance,2016,Partially Working,1,29.75,Both,New York,Facility B,2024/3/15,E-Waste Disposal,116.14,Lead,EcoWaste Solutions,2.9,USA
4424,Microwave,Dell,Dell Model 570,Appliance,2010,Broken,3,11.68,Manual,Dhaka,Facility C,2024/7/26,Raw Materials,85.73,Lead,Green Electronics,2.09,USA
445,Laptop,LG,LG Model 695,Computers,2015,Partially Working,5,2.2,Both,Shanghai,Facility D,2024/7/25,Raw Materials,187.35,Cadmium,EcoWaste Solutions,18.05,Germany
6426,Microwave,Panasonic,Panasonic Model 757,Appliance,2020,Working,4,11.61,Manual,London,Facility C,2024/1/14,E-Waste Disposal,100.19,Mercury,Green Electronics,14.96,Germany
8977,Air Conditioner,Apple,Apple Model 677,Appliance,2013,Broken,3,29.82,Manual,London,Facility B,2023/12/25,Parts for Electronics,45.46,Lead,E-Waste Inc.,3.05,Brazil
4734,Microwave,Apple,Apple Model 575,Appliance,2020,Working,3,11.8,Manual,Shanghai,Facility D,2024/6/13,E-Waste Disposal,77.6,None,E-Waste Inc.,8.77,Germany
2997,Headphone,Apple,Apple Model 893,Electronics,2020,Working,3,0.66,Both,New York,Facility B,2024/2/17,Raw Materials,43.32,Lead,E-Waste Inc.,12.9,India
9192,Headphone,Sony,Sony Model 388,Electronics,2018,Broken,5,0.89,Automated,Berlin,Facility C,2024/9/27,Raw Materials,6.88,Lead,Green Electronics,2.98,Germany
3797,Microwave,Sony,Sony Model 498,Appliance,2011,Partially Working,4,12.06,Manual,Dhaka,Facility A,2024/9/4,E-Waste Disposal,125.27,Cadmium,E-Waste Inc.,6.95,USA
2421,Refrigerator,Sony,Sony Model 387,Appliance,2020,Broken,4,79.78,Both,Berlin,Facility C,2024/5/21,Raw Materials,170.05,Cadmium,Green Electronics,18.14,USA
7085,Laptop,HP,HP Model 444,Computers,2022,Working,5,2.45,Automated,Berlin,Facility D,2024/8/4,Raw Materials,176.3,Cadmium,EcoWaste Solutions,10.4,China
5559,Laptop,LG,LG Model 886,Computers,2011,Working,4,1.75,Manual,Dhaka,Facility B,2024/4/27,Parts for Electronics,52.46,Mercury,E-Waste Inc.,2.38,USA
8578,Microwave,Sony,Sony Model 562,Appliance,2019,Working,5,12.02,Automated,Berlin,Facility B,2024/3/9,Parts for Electronics,115.72,Cadmium,Green Electronics,11.89,India
6098,Microwave,Sony,Sony Model 346,Appliance,2010,Broken,4,12.08,Automated,Dhaka,Facility D,2024/5/27,Parts for Electronics,40.38,Mercury,EcoWaste Solutions,18.47,India
3873,Smartphone,Samsung,Samsung Model 814,Mobile,2020,Working,4,0.28,Manual,London,Facility A,2024/3/8,Raw Materials,184.15,Cadmium,EcoWaste Solutions,1.02,Brazil
3435,Air Conditioner,Apple,Apple Model 548,Appliance,2016,Broken,5,30.14,Automated,Dhaka,Facility C,2024/2/16,Parts for Electronics,62.69,Lead,EcoWaste Solutions,6.16,China
5349,Smartphone,Samsung,Samsung Model 669,Mobile,2017,Broken,5,0.37,Manual,Shanghai,Facility C,2024/7/20,E-Waste Disposal,80.19,None,EcoWaste Solutions,19.04,India
5414,Washing Machine,Xiaomi,Xiaomi Model 239,Appliance,2014,Broken,5,69.59,Automated,Dhaka,Facility D,2023/12/9,Parts for Electronics,61.17,Cadmium,EcoWaste Solutions,15.88,Germany
4738,Laptop,LG,LG Model 823,Computers,2015,Working,1,1.54,Automated,Mumbai,Facility B,2024/11/8,E-Waste Disposal,101.96,Mercury,Green Electronics,15.11,USA
4075,Smartphone,HP,HP Model 733,Mobile,2020,Broken,1,0.1,Manual,Dhaka,Facility C,2024/5/29,Parts for Electronics,44.63,Mercury,EcoWaste Solutions,12.74,USA
1317,TV,Xiaomi,Xiaomi Model 893,Electronics,2015,Broken,2,15.42,Manual,New York,Facility D,2024/8/4,Raw Materials,123.41,Cadmium,EcoWaste Solutions,19.67,USA
1685,Laptop,Dell,Dell Model 156,Computers,2016,Partially Working,4,2.48,Manual,London,Facility A,2024/9/20,Parts for Electronics,18.87,Cadmium,EcoWaste Solutions,10.31,India
7460,Smartphone,Panasonic,Panasonic Model 816,Mobile,2020,Partially Working,1,0.1,Automated,Berlin,Facility D,2024/5/16,Parts for Electronics,131.48,Lead,Green Electronics,2.72,USA
3297,Headphone,Samsung,Samsung Model 745,Electronics,2012,Working,1,0.9,Manual,Dhaka,Facility A,2024/9/27,Parts for Electronics,84.95,Mercury,Green Electronics,2.77,India
5454,Laptop,Apple,Apple Model 360,Computers,2013,Working,3,2.04,Manual,New York,Facility D,2024/1/12,Parts for Electronics,111.45,None,Green Electronics,18.18,USA
8769,Microwave,Sony,Sony Model 441,Appliance,2015,Broken,4,12.05,Automated,Berlin,Facility B,2024/9/7,Parts for Electronics,35.57,Mercury,E-Waste Inc.,14.48,India
396,Laptop,LG,LG Model 887,Computers,2021,Working,1,2.33,Manual,Dhaka,Facility A,2024/2/10,E-Waste Disposal,65.65,Cadmium,E-Waste Inc.,5.33,Germany
2958,Smartphone,Sony,Sony Model 291,Mobile,2020,Working,3,0.11,Both,Berlin,Facility D,2024/3/5,E-Waste Disposal,157.86,None,E-Waste Inc.,16.98,China
8342,Smartphone,Xiaomi,Xiaomi Model 580,Mobile,2022,Working,5,0.28,Manual,Shanghai,Facility B,2024/9/29,E-Waste Disposal,115.69,None,Green Electronics,14.57,Germany
6369,TV,Dell,Dell Model 523,Electronics,2016,Working,4,14.98,Manual,Berlin,Facility B,2024/5/31,Raw Materials,74.66,Cadmium,Green Electronics,10.36,India
3676,Laptop,Apple,Apple Model 945,Computers,2015,Broken,2,2.3,Manual,Shanghai,Facility A,2024/3/20,Raw Materials,172.5,Cadmium,Green Electronics,9.78,Brazil
5346,Washing Machine,Apple,Apple Model 516,Appliance,2011,Broken,1,69.54,Automated,London,Facility D,2024/4/4,Parts for Electronics,153.9,Cadmium,Green Electronics,16.92,India
4464,Refrigerator,Samsung,Samsung Model 513,Appliance,2017,Working,1,79.98,Automated,Mumbai,Facility B,2023/11/22,Raw Materials,21.16,Cadmium,E-Waste Inc.,2.63,USA
6951,TV,Apple,Apple Model 151,Electronics,2023,Working,2,14.78,Manual,London,Facility D,2024/6/24,E-Waste Disposal,114.32,Lead,E-Waste Inc.,1.02,India
7305,Laptop,HP,HP Model 117,Computers,2018,Working,2,2.07,Both,Dhaka,Facility C,2023/12/30,E-Waste Disposal,20.79,Lead,Green Electronics,5.03,China
3966,Refrigerator,Dell,Dell Model 267,Appliance,2017,Working,4,80.02,Both,New York,Facility C,2024/3/24,E-Waste Disposal,183.71,Cadmium,EcoWaste Solutions,10.53,Brazil
7416,Air Conditioner,Apple,Apple Model 520,Appliance,2018,Working,1,29.57,Automated,New York,Facility D,2024/11/8,Raw Materials,160.62,Cadmium,EcoWaste Solutions,12.25,USA
3948,TV,Apple,Apple Model 945,Electronics,2012,Partially Working,3,15.4,Manual,Berlin,Facility D,2024/2/23,E-Waste Disposal,22.91,None,E-Waste Inc.,5.47,USA
2714,Microwave,HP,HP Model 192,Appliance,2023,Broken,3,12.29,Both,London,Facility C,2024/6/10,Raw Materials,72.12,Mercury,Green Electronics,15.48,China
7638,Headphone,Dell,Dell Model 246,Electronics,2017,Working,2,0.77,Both,Shanghai,Facility B,2024/6/15,Raw Materials,168.4,Mercury,E-Waste Inc.,5.28,Germany
4286,Microwave,Apple,Apple Model 807,Appliance,2022,Partially Working,2,11.56,Both,London,Facility A,2024/2/27,Raw Materials,114.04,Cadmium,Green Electronics,11.02,India
9635,Laptop,Apple,Apple Model 418,Computers,2017,Partially Working,5,1.55,Manual,London,Facility C,2024/7/7,Raw Materials,57.94,None,EcoWaste Solutions,19.02,Brazil
6566,Laptop,LG,LG Model 260,Computers,2022,Working,2,1.71,Both,Shanghai,Facility A,2024/5/4,Parts for Electronics,44.28,None,EcoWaste Solutions,12.37,USA
3702,Washing Machine,Samsung,Samsung Model 933,Appliance,2018,Broken,2,70.16,Both,Shanghai,Facility A,2023/11/21,Parts for Electronics,100.88,Lead,Green Electronics,17.93,Brazil
2857,Washing Machine,Sony,Sony Model 148,Appliance,2011,Working,3,69.59,Both,Dhaka,Facility C,2024/7/12,Raw Materials,48.49,Lead,E-Waste Inc.,19.39,USA
2209,Microwave,Dell,Dell Model 712,Appliance,2013,Broken,1,11.74,Manual,Mumbai,Facility B,2024/4/7,Parts for Electronics,85.46,None,EcoWaste Solutions,11.57,USA
7318,Microwave,Sony,Sony Model 433,Appliance,2012,Partially Working,5,11.99,Manual,Berlin,Facility C,2024/4/18,E-Waste Disposal,192.84,Mercury,Green Electronics,10.64,Brazil
7092,Headphone,Dell,Dell Model 224,Electronics,2016,Working,5,0.74,Automated,Dhaka,Facility C,2024/4/22,Parts for Electronics,87,None,EcoWaste Solutions,7.24,Germany
1216,Microwave,Apple,Apple Model 128,Appliance,2016,Working,5,12.06,Manual,Shanghai,Facility A,2024/3/12,Parts for Electronics,116.86,None,EcoWaste Solutions,1.85,USA
574,Headphone,Dell,Dell Model 711,Electronics,2017,Partially Working,2,0.33,Automated,Dhaka,Facility D,2024/4/14,E-Waste Disposal,83.94,Cadmium,E-Waste Inc.,8.34,China
5899,Refrigerator,Panasonic,Panasonic Model 918,Appliance,2011,Partially Working,3,80.32,Manual,London,Facility A,2024/6/3,Raw Materials,132.03,Lead,E-Waste Inc.,5.69,Germany
9166,TV,HP,HP Model 108,Electronics,2019,Broken,3,15.22,Automated,Mumbai,Facility C,2024/10/16,Parts for Electronics,116.92,Mercury,Green Electronics,9.79,Brazil
2111,Headphone,Sony,Sony Model 567,Electronics,2013,Broken,3,0.94,Automated,Mumbai,Facility C,2024/6/29,E-Waste Disposal,79.79,Mercury,Green Electronics,1.81,USA
5475,Refrigerator,LG,LG Model 707,Appliance,2014,Partially Working,4,80.03,Automated,New York,Facility A,2023/11/21,E-Waste Disposal,118.91,Cadmium,E-Waste Inc.,16.95,Germany
